candidateid,raceid,precinctsreporting,national,officeid,ballotorder,id,votepct,fipscode,reportingunitname,seatnum,winner,lastupdated,polid,initialization_data,racetype,incumbent,test,party,officename,electiondate,racetypeid,uncontested,description,precinctsreportingpct,polnum,key,reportingunitid,is_ballot_measure,precinctstotal,last,statepostal,level,statename,votecount,seatname,runoff,unique_id,first
22342,16957,0,True,P,13,16957-polid-100007-16028,0.0,19055,Delaware,0,False,,100007,False,,False,True,GOP,President,20160201,S,False,,0.0,17474,16957Delaware1602822342,16028,,12,Other,IA,county,,0,,False,polid-100007,
22345,16957,0,True,P,6,16957-polid-45650-16028,0.0,19055,Delaware,0,False,,45650,False,,False,True,GOP,President,20160201,S,False,,0.0,18865,16957Delaware1602822345,16028,,12,Gilmore,IA,county,,0,,False,polid-45650,Jim
22333,16957,0,True,P,9,16957-polid-60208-16093,0.0,19185,Wayne,0,False,,60208,False,,False,True,GOP,President,20160201,S,False,,0.0,18871,16957Wayne1609322333,16093,,4,Paul,IA,county,,0,,False,polid-60208,Rand
22345,16957,0,True,P,6,16957-polid-45650-16061,0.0,19121,Madison,0,False,,45650,False,,False,True,GOP,President,20160201,S,False,,0.0,18865,16957Madison1606122345,16061,,9,Gilmore,IA,county,,0,,False,polid-45650,Jim
22342,16957,0,True,P,13,16957-polid-100007-16061,0.0,19121,Madison,0,False,,100007,False,,False,True,GOP,President,20160201,S,False,,0.0,17474,16957Madison1606122342,16061,,9,Other,IA,county,,0,,False,polid-100007,
22310,16672,0,True,P,1,16672-polid-1746-16056,0.0,19111,Lee,0,False,,1746,False,,False,True,Dem,President,20160201,E,False,,0.0,18855,16672Lee1605622310,16056,,22,Clinton,IA,county,,0,,False,polid-1746,Hillary
22311,16672,0,True,P,3,16672-polid-1445-16056,0.0,19111,Lee,0,False,,1445,False,,False,True,Dem,President,20160201,E,False,,0.0,18856,16672Lee1605622311,16056,,22,Sanders,IA,county,,0,,False,polid-1445,Bernie
22312,16672,0,True,P,2,16672-polid-22603-16056,0.0,19111,Lee,0,False,,22603,False,,False,True,Dem,President,20160201,E,False,,0.0,18857,16672Lee1605622312,16056,,22,O'Malley,IA,county,,0,,False,polid-22603,Martin
22321,16957,0,True,P,1,16957-polid-1239-16062,0.0,19123,Mahaska,0,False,,1239,False,,False,True,GOP,President,20160201,S,False,,0.0,18859,16957Mahaska1606222321,16062,,11,Bush,IA,county,,0,,False,polid-1239,Jeb
22333,16957,0,True,P,9,16957-polid-60208-16081,0.0,19161,Sac,0,False,,60208,False,,False,True,GOP,President,20160201,S,False,,0.0,18871,16957Sac1608122333,16081,,9,Paul,IA,county,,0,,False,polid-60208,Rand
22331,16957,0,True,P,8,16957-polid-36679-16081,0.0,19161,Sac,0,False,,36679,False,,False,True,GOP,President,20160201,S,False,,0.0,18869,16957Sac1608122331,16081,,9,Kasich,IA,county,,0,,False,polid-36679,John
22337,16957,0,True,P,12,16957-polid-8639-16081,0.0,19161,Sac,0,False,,8639,False,,False,True,GOP,President,20160201,S,False,,0.0,18873,16957Sac1608122337,16081,,9,Trump,IA,county,,0,,False,polid-8639,Donald
22336,16957,0,True,P,11,16957-polid-1752-16081,0.0,19161,Sac,0,False,,1752,False,,False,True,GOP,President,20160201,S,False,,0.0,18541,16957Sac1608122336,16081,,9,Santorum,IA,county,,0,,False,polid-1752,Rick
22335,16957,0,True,P,10,16957-polid-53044-16081,0.0,19161,Sac,0,False,,53044,False,,False,True,GOP,President,20160201,S,False,,0.0,18872,16957Sac1608122335,16081,,9,Rubio,IA,county,,0,,False,polid-53044,Marco
22342,16957,0,True,P,13,16957-polid-100007-16075,0.0,19149,Plymouth,0,False,,100007,False,,False,True,GOP,President,20160201,S,False,,0.0,17474,16957Plymouth1607522342,16075,,13,Other,IA,county,,0,,False,polid-100007,
22345,16957,0,True,P,6,16957-polid-45650-16075,0.0,19149,Plymouth,0,False,,45650,False,,False,True,GOP,President,20160201,S,False,,0.0,18865,16957Plymouth1607522345,16075,,13,Gilmore,IA,county,,0,,False,polid-45650,Jim
22345,16957,0,True,P,6,16957-polid-45650-16023,0.0,19045,Clinton,0,False,,45650,False,,False,True,GOP,President,20160201,S,False,,0.0,18865,16957Clinton1602322345,16023,,26,Gilmore,IA,county,,0,,False,polid-45650,Jim
22342,16957,0,True,P,13,16957-polid-100007-16023,0.0,19045,Clinton,0,False,,100007,False,,False,True,GOP,President,20160201,S,False,,0.0,17474,16957Clinton1602322342,16023,,26,Other,IA,county,,0,,False,polid-100007,
22340,16672,0,True,P,4,16672-polid-100004-16065,0.0,19129,Mills,0,False,,100004,False,,False,True,Dem,President,20160201,E,False,,0.0,16613,16672Mills1606522340,16065,,11,Uncommitted,IA,county,,0,,False,polid-100004,
22343,16672,0,True,P,5,16672-polid-100007-16065,0.0,19129,Mills,0,False,,100007,False,,False,True,Dem,President,20160201,E,False,,0.0,17474,16672Mills1606522343,16065,,11,Other,IA,county,,0,,False,polid-100007,
22312,16672,0,True,P,2,16672-polid-22603-16094,0.0,19187,Webster,0,False,,22603,False,,False,True,Dem,President,20160201,E,False,,0.0,18857,16672Webster1609422312,16094,,28,O'Malley,IA,county,,0,,False,polid-22603,Martin
22310,16672,0,True,P,1,16672-polid-1746-16094,0.0,19187,Webster,0,False,,1746,False,,False,True,Dem,President,20160201,E,False,,0.0,18855,16672Webster1609422310,16094,,28,Clinton,IA,county,,0,,False,polid-1746,Hillary
22311,16672,0,True,P,3,16672-polid-1445-16094,0.0,19187,Webster,0,False,,1445,False,,False,True,Dem,President,20160201,E,False,,0.0,18856,16672Webster1609422311,16094,,28,Sanders,IA,county,,0,,False,polid-1445,Bernie
22329,16957,0,True,P,7,16957-polid-1187-16083,0.0,19165,Shelby,0,False,,1187,False,,False,True,GOP,President,20160201,S,False,,0.0,18867,16957Shelby1608322329,16083,,9,Huckabee,IA,county,,0,,False,polid-1187,Mike
22323,16957,0,True,P,3,16957-polid-60051-16083,0.0,19165,Shelby,0,False,,60051,False,,False,True,GOP,President,20160201,S,False,,0.0,18861,16957Shelby1608322323,16083,,9,Christie,IA,county,,0,,False,polid-60051,Chris
22322,16957,0,True,P,2,16957-polid-64509-16083,0.0,19165,Shelby,0,False,,64509,False,,False,True,GOP,President,20160201,S,False,,0.0,18860,16957Shelby1608322322,16083,,9,Carson,IA,county,,0,,False,polid-64509,Ben
22321,16957,0,True,P,1,16957-polid-1239-16083,0.0,19165,Shelby,0,False,,1239,False,,False,True,GOP,President,20160201,S,False,,0.0,18859,16957Shelby1608322321,16083,,9,Bush,IA,county,,0,,False,polid-1239,Jeb
22310,16672,0,True,P,1,16672-polid-1746-16060,0.0,19119,Lyon,0,False,,1746,False,,False,True,Dem,President,20160201,E,False,,0.0,18855,16672Lyon1606022310,16060,,8,Clinton,IA,county,,0,,False,polid-1746,Hillary
22311,16672,0,True,P,3,16672-polid-1445-16060,0.0,19119,Lyon,0,False,,1445,False,,False,True,Dem,President,20160201,E,False,,0.0,18856,16672Lyon1606022311,16060,,8,Sanders,IA,county,,0,,False,polid-1445,Bernie
22312,16672,0,True,P,2,16672-polid-22603-16060,0.0,19119,Lyon,0,False,,22603,False,,False,True,Dem,President,20160201,E,False,,0.0,18857,16672Lyon1606022312,16060,,8,O'Malley,IA,county,,0,,False,polid-22603,Martin
22324,16957,0,True,P,4,16957-polid-61815-16083,0.0,19165,Shelby,0,False,,61815,False,,False,True,GOP,President,20160201,S,False,,0.0,18862,16957Shelby1608322324,16083,,9,Cruz,IA,county,,0,,False,polid-61815,Ted
22343,16672,0,True,P,5,16672-polid-100007-16023,0.0,19045,Clinton,0,False,,100007,False,,False,True,Dem,President,20160201,E,False,,0.0,17474,16672Clinton1602322343,16023,,26,Other,IA,county,,0,,False,polid-100007,
22340,16672,0,True,P,4,16672-polid-100004-16023,0.0,19045,Clinton,0,False,,100004,False,,False,True,Dem,President,20160201,E,False,,0.0,16613,16672Clinton1602322340,16023,,26,Uncommitted,IA,county,,0,,False,polid-100004,
22331,16957,0,True,P,8,16957-polid-36679-16015,0.0,19029,Cass,0,False,,36679,False,,False,True,GOP,President,20160201,S,False,,0.0,18869,16957Cass1601522331,16015,,13,Kasich,IA,county,,0,,False,polid-36679,John
22336,16957,0,True,P,11,16957-polid-1752-16015,0.0,19029,Cass,0,False,,1752,False,,False,True,GOP,President,20160201,S,False,,0.0,18541,16957Cass1601522336,16015,,13,Santorum,IA,county,,0,,False,polid-1752,Rick
22337,16957,0,True,P,12,16957-polid-8639-16015,0.0,19029,Cass,0,False,,8639,False,,False,True,GOP,President,20160201,S,False,,0.0,18873,16957Cass1601522337,16015,,13,Trump,IA,county,,0,,False,polid-8639,Donald
22342,16957,0,True,P,13,16957-polid-100007-16011,0.0,19021,Buena Vista,0,False,,100007,False,,False,True,GOP,President,20160201,S,False,,0.0,17474,16957Buena Vista1601122342,16011,,10,Other,IA,county,,0,,False,polid-100007,
22335,16957,0,True,P,10,16957-polid-53044-16015,0.0,19029,Cass,0,False,,53044,False,,False,True,GOP,President,20160201,S,False,,0.0,18872,16957Cass1601522335,16015,,13,Rubio,IA,county,,0,,False,polid-53044,Marco
22340,16672,0,True,P,4,16672-polid-100004-16009,0.0,19017,Bremer,0,False,,100004,False,,False,True,Dem,President,20160201,E,False,,0.0,16613,16672Bremer1600922340,16009,,13,Uncommitted,IA,county,,0,,False,polid-100004,
22343,16672,0,True,P,5,16672-polid-100007-16009,0.0,19017,Bremer,0,False,,100007,False,,False,True,Dem,President,20160201,E,False,,0.0,17474,16672Bremer1600922343,16009,,13,Other,IA,county,,0,,False,polid-100007,
22312,16672,0,True,P,2,16672-polid-22603-16034,0.0,19067,Floyd,0,False,,22603,False,,False,True,Dem,President,20160201,E,False,,0.0,18857,16672Floyd1603422312,16034,,8,O'Malley,IA,county,,0,,False,polid-22603,Martin
22342,16957,0,True,P,13,16957-polid-100007-16090,0.0,19179,Wapello,0,False,,100007,False,,False,True,GOP,President,20160201,S,False,,0.0,17474,16957Wapello1609022342,16090,,22,Other,IA,county,,0,,False,polid-100007,
22310,16672,0,True,P,1,16672-polid-1746-16034,0.0,19067,Floyd,0,False,,1746,False,,False,True,Dem,President,20160201,E,False,,0.0,18855,16672Floyd1603422310,16034,,8,Clinton,IA,county,,0,,False,polid-1746,Hillary
22311,16672,0,True,P,3,16672-polid-1445-16034,0.0,19067,Floyd,0,False,,1445,False,,False,True,Dem,President,20160201,E,False,,0.0,18856,16672Floyd1603422311,16034,,8,Sanders,IA,county,,0,,False,polid-1445,Bernie
22343,16672,0,True,P,5,16672-polid-100007-16050,0.0,19099,Jasper,0,False,,100007,False,,False,True,Dem,President,20160201,E,False,,0.0,17474,16672Jasper1605022343,16050,,20,Other,IA,county,,0,,False,polid-100007,
22340,16672,0,True,P,4,16672-polid-100004-16050,0.0,19099,Jasper,0,False,,100004,False,,False,True,Dem,President,20160201,E,False,,0.0,16613,16672Jasper1605022340,16050,,20,Uncommitted,IA,county,,0,,False,polid-100004,
22331,16957,0,True,P,8,16957-polid-36679-16075,0.0,19149,Plymouth,0,False,,36679,False,,False,True,GOP,President,20160201,S,False,,0.0,18869,16957Plymouth1607522331,16075,,13,Kasich,IA,county,,0,,False,polid-36679,John
22333,16957,0,True,P,9,16957-polid-60208-16018,0.0,19035,Cherokee,0,False,,60208,False,,False,True,GOP,President,20160201,S,False,,0.0,18871,16957Cherokee1601822333,16018,,7,Paul,IA,county,,0,,False,polid-60208,Rand
22331,16957,0,True,P,8,16957-polid-36679-16018,0.0,19035,Cherokee,0,False,,36679,False,,False,True,GOP,President,20160201,S,False,,0.0,18869,16957Cherokee1601822331,16018,,7,Kasich,IA,county,,0,,False,polid-36679,John
22337,16957,0,True,P,12,16957-polid-8639-16018,0.0,19035,Cherokee,0,False,,8639,False,,False,True,GOP,President,20160201,S,False,,0.0,18873,16957Cherokee1601822337,16018,,7,Trump,IA,county,,0,,False,polid-8639,Donald
22336,16957,0,True,P,11,16957-polid-1752-16018,0.0,19035,Cherokee,0,False,,1752,False,,False,True,GOP,President,20160201,S,False,,0.0,18541,16957Cherokee1601822336,16018,,7,Santorum,IA,county,,0,,False,polid-1752,Rick
22335,16957,0,True,P,10,16957-polid-53044-16018,0.0,19035,Cherokee,0,False,,53044,False,,False,True,GOP,President,20160201,S,False,,0.0,18872,16957Cherokee1601822335,16018,,7,Rubio,IA,county,,0,,False,polid-53044,Marco
22326,16957,0,True,P,5,16957-polid-60339-16067,0.0,19133,Monona,0,False,,60339,False,,False,True,GOP,President,20160201,S,False,,0.0,18864,16957Monona1606722326,16067,,11,Fiorina,IA,county,,0,,False,polid-60339,Carly
22324,16957,0,True,P,4,16957-polid-61815-16067,0.0,19133,Monona,0,False,,61815,False,,False,True,GOP,President,20160201,S,False,,0.0,18862,16957Monona1606722324,16067,,11,Cruz,IA,county,,0,,False,polid-61815,Ted
22333,16957,0,True,P,9,16957-polid-60208-16075,0.0,19149,Plymouth,0,False,,60208,False,,False,True,GOP,President,20160201,S,False,,0.0,18871,16957Plymouth1607522333,16075,,13,Paul,IA,county,,0,,False,polid-60208,Rand
22322,16957,0,True,P,2,16957-polid-64509-16067,0.0,19133,Monona,0,False,,64509,False,,False,True,GOP,President,20160201,S,False,,0.0,18860,16957Monona1606722322,16067,,11,Carson,IA,county,,0,,False,polid-64509,Ben
22323,16957,0,True,P,3,16957-polid-60051-16067,0.0,19133,Monona,0,False,,60051,False,,False,True,GOP,President,20160201,S,False,,0.0,18861,16957Monona1606722323,16067,,11,Christie,IA,county,,0,,False,polid-60051,Chris
22321,16957,0,True,P,1,16957-polid-1239-16067,0.0,19133,Monona,0,False,,1239,False,,False,True,GOP,President,20160201,S,False,,0.0,18859,16957Monona1606722321,16067,,11,Bush,IA,county,,0,,False,polid-1239,Jeb
22329,16957,0,True,P,7,16957-polid-1187-16033,0.0,19065,Fayette,0,False,,1187,False,,False,True,GOP,President,20160201,S,False,,0.0,18867,16957Fayette1603322329,16033,,25,Huckabee,IA,county,,0,,False,polid-1187,Mike
22321,16957,0,True,P,1,16957-polid-1239-16076,0.0,19151,Pocahontas,0,False,,1239,False,,False,True,GOP,President,20160201,S,False,,0.0,18859,16957Pocahontas1607622321,16076,,7,Bush,IA,county,,0,,False,polid-1239,Jeb
22322,16957,0,True,P,2,16957-polid-64509-16076,0.0,19151,Pocahontas,0,False,,64509,False,,False,True,GOP,President,20160201,S,False,,0.0,18860,16957Pocahontas1607622322,16076,,7,Carson,IA,county,,0,,False,polid-64509,Ben
22323,16957,0,True,P,3,16957-polid-60051-16076,0.0,19151,Pocahontas,0,False,,60051,False,,False,True,GOP,President,20160201,S,False,,0.0,18861,16957Pocahontas1607622323,16076,,7,Christie,IA,county,,0,,False,polid-60051,Chris
22324,16957,0,True,P,4,16957-polid-61815-16076,0.0,19151,Pocahontas,0,False,,61815,False,,False,True,GOP,President,20160201,S,False,,0.0,18862,16957Pocahontas1607622324,16076,,7,Cruz,IA,county,,0,,False,polid-61815,Ted
22326,16957,0,True,P,5,16957-polid-60339-16076,0.0,19151,Pocahontas,0,False,,60339,False,,False,True,GOP,President,20160201,S,False,,0.0,18864,16957Pocahontas1607622326,16076,,7,Fiorina,IA,county,,0,,False,polid-60339,Carly
22329,16957,0,True,P,7,16957-polid-1187-16076,0.0,19151,Pocahontas,0,False,,1187,False,,False,True,GOP,President,20160201,S,False,,0.0,18867,16957Pocahontas1607622329,16076,,7,Huckabee,IA,county,,0,,False,polid-1187,Mike
22337,16957,0,True,P,12,16957-polid-8639-16075,0.0,19149,Plymouth,0,False,,8639,False,,False,True,GOP,President,20160201,S,False,,0.0,18873,16957Plymouth1607522337,16075,,13,Trump,IA,county,,0,,False,polid-8639,Donald
22310,16672,0,True,P,1,16672-polid-1746-16008,0.0,19015,Boone,0,False,,1746,False,,False,True,Dem,President,20160201,E,False,,0.0,18855,16672Boone1600822310,16008,,15,Clinton,IA,county,,0,,False,polid-1746,Hillary
22311,16672,0,True,P,3,16672-polid-1445-16008,0.0,19015,Boone,0,False,,1445,False,,False,True,Dem,President,20160201,E,False,,0.0,18856,16672Boone1600822311,16008,,15,Sanders,IA,county,,0,,False,polid-1445,Bernie
22312,16672,0,True,P,2,16672-polid-22603-16008,0.0,19015,Boone,0,False,,22603,False,,False,True,Dem,President,20160201,E,False,,0.0,18857,16672Boone1600822312,16008,,15,O'Malley,IA,county,,0,,False,polid-22603,Martin
22312,16672,0,True,P,2,16672-polid-22603-16036,0.0,19071,Fremont,0,False,,22603,False,,False,True,Dem,President,20160201,E,False,,0.0,18857,16672Fremont1603622312,16036,,5,O'Malley,IA,county,,0,,False,polid-22603,Martin
22311,16672,0,True,P,3,16672-polid-1445-16036,0.0,19071,Fremont,0,False,,1445,False,,False,True,Dem,President,20160201,E,False,,0.0,18856,16672Fremont1603622311,16036,,5,Sanders,IA,county,,0,,False,polid-1445,Bernie
22310,16672,0,True,P,1,16672-polid-1746-16036,0.0,19071,Fremont,0,False,,1746,False,,False,True,Dem,President,20160201,E,False,,0.0,18855,16672Fremont1603622310,16036,,5,Clinton,IA,county,,0,,False,polid-1746,Hillary
22343,16672,0,True,P,5,16672-polid-100007-16049,0.0,19097,Jackson,0,False,,100007,False,,False,True,Dem,President,20160201,E,False,,0.0,17474,16672Jackson1604922343,16049,,16,Other,IA,county,,0,,False,polid-100007,
22340,16672,0,True,P,4,16672-polid-100004-16049,0.0,19097,Jackson,0,False,,100004,False,,False,True,Dem,President,20160201,E,False,,0.0,16613,16672Jackson1604922340,16049,,16,Uncommitted,IA,county,,0,,False,polid-100004,
22321,16957,0,True,P,1,16957-polid-1239-16033,0.0,19065,Fayette,0,False,,1239,False,,False,True,GOP,President,20160201,S,False,,0.0,18859,16957Fayette1603322321,16033,,25,Bush,IA,county,,0,,False,polid-1239,Jeb
22329,16957,0,True,P,7,16957-polid-1187-16080,0.0,19159,Ringgold,0,False,,1187,False,,False,True,GOP,President,20160201,S,False,,0.0,18867,16957Ringgold1608022329,16080,,7,Huckabee,IA,county,,0,,False,polid-1187,Mike
22322,16957,0,True,P,2,16957-polid-64509-16033,0.0,19065,Fayette,0,False,,64509,False,,False,True,GOP,President,20160201,S,False,,0.0,18860,16957Fayette1603322322,16033,,25,Carson,IA,county,,0,,False,polid-64509,Ben
22329,16957,0,True,P,7,16957-polid-1187-16077,0.0,19153,Polk,0,False,,1187,False,,False,True,GOP,President,20160201,S,False,,0.0,18867,16957Polk1607722329,16077,,177,Huckabee,IA,county,,0,,False,polid-1187,Mike
22326,16957,0,True,P,5,16957-polid-60339-16077,0.0,19153,Polk,0,False,,60339,False,,False,True,GOP,President,20160201,S,False,,0.0,18864,16957Polk1607722326,16077,,177,Fiorina,IA,county,,0,,False,polid-60339,Carly
22324,16957,0,True,P,4,16957-polid-61815-16077,0.0,19153,Polk,0,False,,61815,False,,False,True,GOP,President,20160201,S,False,,0.0,18862,16957Polk1607722324,16077,,177,Cruz,IA,county,,0,,False,polid-61815,Ted
22323,16957,0,True,P,3,16957-polid-60051-16077,0.0,19153,Polk,0,False,,60051,False,,False,True,GOP,President,20160201,S,False,,0.0,18861,16957Polk1607722323,16077,,177,Christie,IA,county,,0,,False,polid-60051,Chris
22322,16957,0,True,P,2,16957-polid-64509-16077,0.0,19153,Polk,0,False,,64509,False,,False,True,GOP,President,20160201,S,False,,0.0,18860,16957Polk1607722322,16077,,177,Carson,IA,county,,0,,False,polid-64509,Ben
22321,16957,0,True,P,1,16957-polid-1239-16077,0.0,19153,Polk,0,False,,1239,False,,False,True,GOP,President,20160201,S,False,,0.0,18859,16957Polk1607722321,16077,,177,Bush,IA,county,,0,,False,polid-1239,Jeb
22322,16957,0,True,P,2,16957-polid-64509-16080,0.0,19159,Ringgold,0,False,,64509,False,,False,True,GOP,President,20160201,S,False,,0.0,18860,16957Ringgold1608022322,16080,,7,Carson,IA,county,,0,,False,polid-64509,Ben
22345,16957,0,True,P,6,16957-polid-45650-16025,0.0,19049,Dallas,0,False,,45650,False,,False,True,GOP,President,20160201,S,False,,0.0,18865,16957Dallas1602522345,16025,,34,Gilmore,IA,county,,0,,False,polid-45650,Jim
22310,16672,0,True,P,1,16672-polid-1746-16057,0.0,19113,Linn,0,False,,1746,False,,False,True,Dem,President,20160201,E,False,,0.0,18855,16672Linn1605722310,16057,,86,Clinton,IA,county,,0,,False,polid-1746,Hillary
22342,16957,0,True,P,13,16957-polid-100007-16063,0.0,19125,Marion,0,False,,100007,False,,False,True,GOP,President,20160201,S,False,,0.0,17474,16957Marion1606322342,16063,,17,Other,IA,county,,0,,False,polid-100007,
22312,16672,0,True,P,2,16672-polid-22603-16057,0.0,19113,Linn,0,False,,22603,False,,False,True,Dem,President,20160201,E,False,,0.0,18857,16672Linn1605722312,16057,,86,O'Malley,IA,county,,0,,False,polid-22603,Martin
22345,16957,0,True,P,6,16957-polid-45650-16063,0.0,19125,Marion,0,False,,45650,False,,False,True,GOP,President,20160201,S,False,,0.0,18865,16957Marion1606322345,16063,,17,Gilmore,IA,county,,0,,False,polid-45650,Jim
22342,16957,0,True,P,13,16957-polid-100007-16025,0.0,19049,Dallas,0,False,,100007,False,,False,True,GOP,President,20160201,S,False,,0.0,17474,16957Dallas1602522342,16025,,34,Other,IA,county,,0,,False,polid-100007,
22336,16957,0,True,P,11,16957-polid-1752-16040,0.0,19079,Hamilton,0,False,,1752,False,,False,True,GOP,President,20160201,S,False,,0.0,18541,16957Hamilton1604022336,16040,,8,Santorum,IA,county,,0,,False,polid-1752,Rick
22337,16957,0,True,P,12,16957-polid-8639-16040,0.0,19079,Hamilton,0,False,,8639,False,,False,True,GOP,President,20160201,S,False,,0.0,18873,16957Hamilton1604022337,16040,,8,Trump,IA,county,,0,,False,polid-8639,Donald
22335,16957,0,True,P,10,16957-polid-53044-16040,0.0,19079,Hamilton,0,False,,53044,False,,False,True,GOP,President,20160201,S,False,,0.0,18872,16957Hamilton1604022335,16040,,8,Rubio,IA,county,,0,,False,polid-53044,Marco
22333,16957,0,True,P,9,16957-polid-60208-16040,0.0,19079,Hamilton,0,False,,60208,False,,False,True,GOP,President,20160201,S,False,,0.0,18871,16957Hamilton1604022333,16040,,8,Paul,IA,county,,0,,False,polid-60208,Rand
22331,16957,0,True,P,8,16957-polid-36679-16040,0.0,19079,Hamilton,0,False,,36679,False,,False,True,GOP,President,20160201,S,False,,0.0,18869,16957Hamilton1604022331,16040,,8,Kasich,IA,county,,0,,False,polid-36679,John
22340,16672,0,True,P,4,16672-polid-100004-16087,0.0,19173,Taylor,0,False,,100004,False,,False,True,Dem,President,20160201,E,False,,0.0,16613,16672Taylor1608722340,16087,,7,Uncommitted,IA,county,,0,,False,polid-100004,
22343,16672,0,True,P,5,16672-polid-100007-16087,0.0,19173,Taylor,0,False,,100007,False,,False,True,Dem,President,20160201,E,False,,0.0,17474,16672Taylor1608722343,16087,,7,Other,IA,county,,0,,False,polid-100007,
22345,16957,0,True,P,6,16957-polid-45650-16044,0.0,19087,Henry,0,False,,45650,False,,False,True,GOP,President,20160201,S,False,,0.0,18865,16957Henry1604422345,16044,,9,Gilmore,IA,county,,0,,False,polid-45650,Jim
22342,16957,0,True,P,13,16957-polid-100007-16044,0.0,19087,Henry,0,False,,100007,False,,False,True,GOP,President,20160201,S,False,,0.0,17474,16957Henry1604422342,16044,,9,Other,IA,county,,0,,False,polid-100007,
22336,16957,0,True,P,11,16957-polid-1752-16086,0.0,19171,Tama,0,False,,1752,False,,False,True,GOP,President,20160201,S,False,,0.0,18541,16957Tama1608622336,16086,,16,Santorum,IA,county,,0,,False,polid-1752,Rick
22311,16672,0,True,P,3,16672-polid-1445-16016,0.0,19031,Cedar,0,False,,1445,False,,False,True,Dem,President,20160201,E,False,,0.0,18856,16672Cedar1601622311,16016,,12,Sanders,IA,county,,0,,False,polid-1445,Bernie
22310,16672,0,True,P,1,16672-polid-1746-16016,0.0,19031,Cedar,0,False,,1746,False,,False,True,Dem,President,20160201,E,False,,0.0,18855,16672Cedar1601622310,16016,,12,Clinton,IA,county,,0,,False,polid-1746,Hillary
22312,16672,0,True,P,2,16672-polid-22603-16016,0.0,19031,Cedar,0,False,,22603,False,,False,True,Dem,President,20160201,E,False,,0.0,18857,16672Cedar1601622312,16016,,12,O'Malley,IA,county,,0,,False,polid-22603,Martin
22335,16957,0,True,P,10,16957-polid-53044-16073,0.0,19145,Page,0,False,,53044,False,,False,True,GOP,President,20160201,S,False,,0.0,18872,16957Page1607322335,16073,,8,Rubio,IA,county,,0,,False,polid-53044,Marco
22337,16957,0,True,P,12,16957-polid-8639-16073,0.0,19145,Page,0,False,,8639,False,,False,True,GOP,President,20160201,S,False,,0.0,18873,16957Page1607322337,16073,,8,Trump,IA,county,,0,,False,polid-8639,Donald
22336,16957,0,True,P,11,16957-polid-1752-16073,0.0,19145,Page,0,False,,1752,False,,False,True,GOP,President,20160201,S,False,,0.0,18541,16957Page1607322336,16073,,8,Santorum,IA,county,,0,,False,polid-1752,Rick
22331,16957,0,True,P,8,16957-polid-36679-16073,0.0,19145,Page,0,False,,36679,False,,False,True,GOP,President,20160201,S,False,,0.0,18869,16957Page1607322331,16073,,8,Kasich,IA,county,,0,,False,polid-36679,John
22333,16957,0,True,P,9,16957-polid-60208-16073,0.0,19145,Page,0,False,,60208,False,,False,True,GOP,President,20160201,S,False,,0.0,18871,16957Page1607322333,16073,,8,Paul,IA,county,,0,,False,polid-60208,Rand
22322,16957,0,True,P,2,16957-polid-64509-16012,0.0,19023,Butler,0,False,,64509,False,,False,True,GOP,President,20160201,S,False,,0.0,18860,16957Butler1601222322,16012,,8,Carson,IA,county,,0,,False,polid-64509,Ben
22323,16957,0,True,P,3,16957-polid-60051-16012,0.0,19023,Butler,0,False,,60051,False,,False,True,GOP,President,20160201,S,False,,0.0,18861,16957Butler1601222323,16012,,8,Christie,IA,county,,0,,False,polid-60051,Chris
22321,16957,0,True,P,1,16957-polid-1239-16012,0.0,19023,Butler,0,False,,1239,False,,False,True,GOP,President,20160201,S,False,,0.0,18859,16957Butler1601222321,16012,,8,Bush,IA,county,,0,,False,polid-1239,Jeb
22326,16957,0,True,P,5,16957-polid-60339-16012,0.0,19023,Butler,0,False,,60339,False,,False,True,GOP,President,20160201,S,False,,0.0,18864,16957Butler1601222326,16012,,8,Fiorina,IA,county,,0,,False,polid-60339,Carly
22331,16957,0,True,P,8,16957-polid-36679-16086,0.0,19171,Tama,0,False,,36679,False,,False,True,GOP,President,20160201,S,False,,0.0,18869,16957Tama1608622331,16086,,16,Kasich,IA,county,,0,,False,polid-36679,John
22324,16957,0,True,P,4,16957-polid-61815-16012,0.0,19023,Butler,0,False,,61815,False,,False,True,GOP,President,20160201,S,False,,0.0,18862,16957Butler1601222324,16012,,8,Cruz,IA,county,,0,,False,polid-61815,Ted
22329,16957,0,True,P,7,16957-polid-1187-16012,0.0,19023,Butler,0,False,,1187,False,,False,True,GOP,President,20160201,S,False,,0.0,18867,16957Butler1601222329,16012,,8,Huckabee,IA,county,,0,,False,polid-1187,Mike
22312,16672,0,True,P,2,16672-polid-22603-16005,0.0,19009,Audubon,0,False,,22603,False,,False,True,Dem,President,20160201,E,False,,0.0,18857,16672Audubon1600522312,16005,,2,O'Malley,IA,county,,0,,False,polid-22603,Martin
22310,16672,0,True,P,1,16672-polid-1746-16005,0.0,19009,Audubon,0,False,,1746,False,,False,True,Dem,President,20160201,E,False,,0.0,18855,16672Audubon1600522310,16005,,2,Clinton,IA,county,,0,,False,polid-1746,Hillary
22311,16672,0,True,P,3,16672-polid-1445-16005,0.0,19009,Audubon,0,False,,1445,False,,False,True,Dem,President,20160201,E,False,,0.0,18856,16672Audubon1600522311,16005,,2,Sanders,IA,county,,0,,False,polid-1445,Bernie
