candidateid,raceid,precinctsreporting,national,officeid,ballotorder,id,votepct,fipscode,reportingunitname,seatnum,winner,lastupdated,polid,initialization_data,racetype,incumbent,test,party,officename,electiondate,racetypeid,uncontested,description,precinctsreportingpct,polnum,key,reportingunitid,is_ballot_measure,precinctstotal,last,statepostal,level,statename,votecount,seatname,runoff,unique_id,first
22321,16957,0,True,P,1,16957-polid-1239-16089,0.0,19177,Van Buren,0,False,,1239,False,,False,True,GOP,President,20160201,S,False,,0.0,18859,16957Van Buren1608922321,16089,,8,Bush,IA,county,,0,,False,polid-1239,Jeb
22322,16957,0,True,P,2,16957-polid-64509-16089,0.0,19177,Van Buren,0,False,,64509,False,,False,True,GOP,President,20160201,S,False,,0.0,18860,16957Van Buren1608922322,16089,,8,Carson,IA,county,,0,,False,polid-64509,Ben
22323,16957,0,True,P,3,16957-polid-60051-16089,0.0,19177,Van Buren,0,False,,60051,False,,False,True,GOP,President,20160201,S,False,,0.0,18861,16957Van Buren1608922323,16089,,8,Christie,IA,county,,0,,False,polid-60051,Chris
22340,16672,0,True,P,4,16672-polid-100004-16070,0.0,19139,Muscatine,0,False,,100004,False,,False,True,Dem,President,20160201,E,False,,0.0,16613,16672Muscatine1607022340,16070,,23,Uncommitted,IA,county,,0,,False,polid-100004,
22326,16957,0,True,P,5,16957-polid-60339-16089,0.0,19177,Van Buren,0,False,,60339,False,,False,True,GOP,President,20160201,S,False,,0.0,18864,16957Van Buren1608922326,16089,,8,Fiorina,IA,county,,0,,False,polid-60339,Carly
22343,16672,0,True,P,5,16672-polid-100007-16070,0.0,19139,Muscatine,0,False,,100007,False,,False,True,Dem,President,20160201,E,False,,0.0,17474,16672Muscatine1607022343,16070,,23,Other,IA,county,,0,,False,polid-100007,
22329,16957,0,True,P,7,16957-polid-1187-16089,0.0,19177,Van Buren,0,False,,1187,False,,False,True,GOP,President,20160201,S,False,,0.0,18867,16957Van Buren1608922329,16089,,8,Huckabee,IA,county,,0,,False,polid-1187,Mike
22340,16672,0,True,P,4,16672-polid-100004-16067,0.0,19133,Monona,0,False,,100004,False,,False,True,Dem,President,20160201,E,False,,0.0,16613,16672Monona1606722340,16067,,11,Uncommitted,IA,county,,0,,False,polid-100004,
22343,16672,0,True,P,5,16672-polid-100007-16067,0.0,19133,Monona,0,False,,100007,False,,False,True,Dem,President,20160201,E,False,,0.0,17474,16672Monona1606722343,16067,,11,Other,IA,county,,0,,False,polid-100007,
22324,16957,0,True,P,4,16957-polid-61815-16089,0.0,19177,Van Buren,0,False,,61815,False,,False,True,GOP,President,20160201,S,False,,0.0,18862,16957Van Buren1608922324,16089,,8,Cruz,IA,county,,0,,False,polid-61815,Ted
22323,16957,0,True,P,3,16957-polid-60051-16021,0.0,19041,Clay,0,False,,60051,False,,False,True,GOP,President,20160201,S,False,,0.0,18861,16957Clay1602122323,16021,,12,Christie,IA,county,,0,,False,polid-60051,Chris
22322,16957,0,True,P,2,16957-polid-64509-16021,0.0,19041,Clay,0,False,,64509,False,,False,True,GOP,President,20160201,S,False,,0.0,18860,16957Clay1602122322,16021,,12,Carson,IA,county,,0,,False,polid-64509,Ben
22321,16957,0,True,P,1,16957-polid-1239-16021,0.0,19041,Clay,0,False,,1239,False,,False,True,GOP,President,20160201,S,False,,0.0,18859,16957Clay1602122321,16021,,12,Bush,IA,county,,0,,False,polid-1239,Jeb
22326,16957,0,True,P,5,16957-polid-60339-16021,0.0,19041,Clay,0,False,,60339,False,,False,True,GOP,President,20160201,S,False,,0.0,18864,16957Clay1602122326,16021,,12,Fiorina,IA,county,,0,,False,polid-60339,Carly
22324,16957,0,True,P,4,16957-polid-61815-16021,0.0,19041,Clay,0,False,,61815,False,,False,True,GOP,President,20160201,S,False,,0.0,18862,16957Clay1602122324,16021,,12,Cruz,IA,county,,0,,False,polid-61815,Ted
22329,16957,0,True,P,7,16957-polid-1187-16021,0.0,19041,Clay,0,False,,1187,False,,False,True,GOP,President,20160201,S,False,,0.0,18867,16957Clay1602122329,16021,,12,Huckabee,IA,county,,0,,False,polid-1187,Mike
22340,16672,0,True,P,4,16672-polid-100004-16058,0.0,19115,Louisa,0,False,,100004,False,,False,True,Dem,President,20160201,E,False,,0.0,16613,16672Louisa1605822340,16058,,5,Uncommitted,IA,county,,0,,False,polid-100004,
22343,16672,0,True,P,5,16672-polid-100007-16058,0.0,19115,Louisa,0,False,,100007,False,,False,True,Dem,President,20160201,E,False,,0.0,17474,16672Louisa1605822343,16058,,5,Other,IA,county,,0,,False,polid-100007,
22310,16672,0,True,P,1,16672-polid-1746-16064,0.0,19127,Marshall,0,False,,1746,False,,False,True,Dem,President,20160201,E,False,,0.0,18855,16672Marshall1606422310,16064,,19,Clinton,IA,county,,0,,False,polid-1746,Hillary
22311,16672,0,True,P,3,16672-polid-1445-16064,0.0,19127,Marshall,0,False,,1445,False,,False,True,Dem,President,20160201,E,False,,0.0,18856,16672Marshall1606422311,16064,,19,Sanders,IA,county,,0,,False,polid-1445,Bernie
22312,16672,0,True,P,2,16672-polid-22603-16064,0.0,19127,Marshall,0,False,,22603,False,,False,True,Dem,President,20160201,E,False,,0.0,18857,16672Marshall1606422312,16064,,19,O'Malley,IA,county,,0,,False,polid-22603,Martin
22333,16957,0,True,P,9,16957-polid-60208-16094,0.0,19187,Webster,0,False,,60208,False,,False,True,GOP,President,20160201,S,False,,0.0,18871,16957Webster1609422333,16094,,28,Paul,IA,county,,0,,False,polid-60208,Rand
22342,16957,0,True,P,13,16957-polid-100007-16008,0.0,19015,Boone,0,False,,100007,False,,False,True,GOP,President,20160201,S,False,,0.0,17474,16957Boone1600822342,16008,,15,Other,IA,county,,0,,False,polid-100007,
22336,16957,0,True,P,11,16957-polid-1752-16094,0.0,19187,Webster,0,False,,1752,False,,False,True,GOP,President,20160201,S,False,,0.0,18541,16957Webster1609422336,16094,,28,Santorum,IA,county,,0,,False,polid-1752,Rick
22312,16672,0,True,P,2,16672-polid-22603-16051,0.0,19101,Jefferson,0,False,,22603,False,,False,True,Dem,President,20160201,E,False,,0.0,18857,16672Jefferson1605122312,16051,,12,O'Malley,IA,county,,0,,False,polid-22603,Martin
22331,16957,0,True,P,8,16957-polid-36679-16042,0.0,19083,Hardin,0,False,,36679,False,,False,True,GOP,President,20160201,S,False,,0.0,18869,16957Hardin1604222331,16042,,8,Kasich,IA,county,,0,,False,polid-36679,John
22333,16957,0,True,P,9,16957-polid-60208-16042,0.0,19083,Hardin,0,False,,60208,False,,False,True,GOP,President,20160201,S,False,,0.0,18871,16957Hardin1604222333,16042,,8,Paul,IA,county,,0,,False,polid-60208,Rand
22335,16957,0,True,P,10,16957-polid-53044-16042,0.0,19083,Hardin,0,False,,53044,False,,False,True,GOP,President,20160201,S,False,,0.0,18872,16957Hardin1604222335,16042,,8,Rubio,IA,county,,0,,False,polid-53044,Marco
22336,16957,0,True,P,11,16957-polid-1752-16042,0.0,19083,Hardin,0,False,,1752,False,,False,True,GOP,President,20160201,S,False,,0.0,18541,16957Hardin1604222336,16042,,8,Santorum,IA,county,,0,,False,polid-1752,Rick
22337,16957,0,True,P,12,16957-polid-8639-16042,0.0,19083,Hardin,0,False,,8639,False,,False,True,GOP,President,20160201,S,False,,0.0,18873,16957Hardin1604222337,16042,,8,Trump,IA,county,,0,,False,polid-8639,Donald
22326,16957,0,True,P,5,16957-polid-60339-16080,0.0,19159,Ringgold,0,False,,60339,False,,False,True,GOP,President,20160201,S,False,,0.0,18864,16957Ringgold1608022326,16080,,7,Fiorina,IA,county,,0,,False,polid-60339,Carly
22310,16672,0,True,P,1,16672-polid-1746-16078,0.0,19155,Pottawattamie,0,False,,1746,False,,False,True,Dem,President,20160201,E,False,,0.0,18855,16672Pottawattamie1607822310,16078,,40,Clinton,IA,county,,0,,False,polid-1746,Hillary
22311,16672,0,True,P,3,16672-polid-1445-16078,0.0,19155,Pottawattamie,0,False,,1445,False,,False,True,Dem,President,20160201,E,False,,0.0,18856,16672Pottawattamie1607822311,16078,,40,Sanders,IA,county,,0,,False,polid-1445,Bernie
22312,16672,0,True,P,2,16672-polid-22603-16078,0.0,19155,Pottawattamie,0,False,,22603,False,,False,True,Dem,President,20160201,E,False,,0.0,18857,16672Pottawattamie1607822312,16078,,40,O'Malley,IA,county,,0,,False,polid-22603,Martin
22342,16957,0,True,P,13,16957-polid-100007-16070,0.0,19139,Muscatine,0,False,,100007,False,,False,True,GOP,President,20160201,S,False,,0.0,17474,16957Muscatine1607022342,16070,,23,Other,IA,county,,0,,False,polid-100007,
22345,16957,0,True,P,6,16957-polid-45650-16070,0.0,19139,Muscatine,0,False,,45650,False,,False,True,GOP,President,20160201,S,False,,0.0,18865,16957Muscatine1607022345,16070,,23,Gilmore,IA,county,,0,,False,polid-45650,Jim
22335,16957,0,True,P,10,16957-polid-53044-16052,0.0,19103,Johnson,0,False,,53044,False,,False,True,GOP,President,20160201,S,False,,0.0,18872,16957Johnson1605222335,16052,,57,Rubio,IA,county,,0,,False,polid-53044,Marco
22337,16957,0,True,P,12,16957-polid-8639-16052,0.0,19103,Johnson,0,False,,8639,False,,False,True,GOP,President,20160201,S,False,,0.0,18873,16957Johnson1605222337,16052,,57,Trump,IA,county,,0,,False,polid-8639,Donald
22336,16957,0,True,P,11,16957-polid-1752-16052,0.0,19103,Johnson,0,False,,1752,False,,False,True,GOP,President,20160201,S,False,,0.0,18541,16957Johnson1605222336,16052,,57,Santorum,IA,county,,0,,False,polid-1752,Rick
22331,16957,0,True,P,8,16957-polid-36679-16052,0.0,19103,Johnson,0,False,,36679,False,,False,True,GOP,President,20160201,S,False,,0.0,18869,16957Johnson1605222331,16052,,57,Kasich,IA,county,,0,,False,polid-36679,John
22333,16957,0,True,P,9,16957-polid-60208-16052,0.0,19103,Johnson,0,False,,60208,False,,False,True,GOP,President,20160201,S,False,,0.0,18871,16957Johnson1605222333,16052,,57,Paul,IA,county,,0,,False,polid-60208,Rand
22333,16957,0,True,P,9,16957-polid-60208-16031,0.0,19061,Dubuque,0,False,,60208,False,,False,True,GOP,President,20160201,S,False,,0.0,18871,16957Dubuque1603122333,16031,,35,Paul,IA,county,,0,,False,polid-60208,Rand
22331,16957,0,True,P,8,16957-polid-36679-16031,0.0,19061,Dubuque,0,False,,36679,False,,False,True,GOP,President,20160201,S,False,,0.0,18869,16957Dubuque1603122331,16031,,35,Kasich,IA,county,,0,,False,polid-36679,John
22336,16957,0,True,P,11,16957-polid-1752-16031,0.0,19061,Dubuque,0,False,,1752,False,,False,True,GOP,President,20160201,S,False,,0.0,18541,16957Dubuque1603122336,16031,,35,Santorum,IA,county,,0,,False,polid-1752,Rick
22337,16957,0,True,P,12,16957-polid-8639-16031,0.0,19061,Dubuque,0,False,,8639,False,,False,True,GOP,President,20160201,S,False,,0.0,18873,16957Dubuque1603122337,16031,,35,Trump,IA,county,,0,,False,polid-8639,Donald
22335,16957,0,True,P,10,16957-polid-53044-16031,0.0,19061,Dubuque,0,False,,53044,False,,False,True,GOP,President,20160201,S,False,,0.0,18872,16957Dubuque1603122335,16031,,35,Rubio,IA,county,,0,,False,polid-53044,Marco
22329,16957,0,True,P,7,16957-polid-1187-16067,0.0,19133,Monona,0,False,,1187,False,,False,True,GOP,President,20160201,S,False,,0.0,18867,16957Monona1606722329,16067,,11,Huckabee,IA,county,,0,,False,polid-1187,Mike
22345,16957,0,True,P,6,16957-polid-45650-16099,0.0,19197,Wright,0,False,,45650,False,,False,True,GOP,President,20160201,S,False,,0.0,18865,16957Wright1609922345,16099,,10,Gilmore,IA,county,,0,,False,polid-45650,Jim
22310,16672,0,True,P,1,16672-polid-1746-16031,0.0,19061,Dubuque,0,False,,1746,False,,False,True,Dem,President,20160201,E,False,,0.0,18855,16672Dubuque1603122310,16031,,35,Clinton,IA,county,,0,,False,polid-1746,Hillary
22311,16672,0,True,P,3,16672-polid-1445-16031,0.0,19061,Dubuque,0,False,,1445,False,,False,True,Dem,President,20160201,E,False,,0.0,18856,16672Dubuque1603122311,16031,,35,Sanders,IA,county,,0,,False,polid-1445,Bernie
22312,16672,0,True,P,2,16672-polid-22603-16031,0.0,19061,Dubuque,0,False,,22603,False,,False,True,Dem,President,20160201,E,False,,0.0,18857,16672Dubuque1603122312,16031,,35,O'Malley,IA,county,,0,,False,polid-22603,Martin
22345,16957,0,True,P,6,16957-polid-45650-16077,0.0,19153,Polk,0,False,,45650,False,,False,True,GOP,President,20160201,S,False,,0.0,18865,16957Polk1607722345,16077,,177,Gilmore,IA,county,,0,,False,polid-45650,Jim
22312,16672,0,True,P,2,16672-polid-22603-16043,0.0,19085,Harrison,0,False,,22603,False,,False,True,Dem,President,20160201,E,False,,0.0,18857,16672Harrison1604322312,16043,,13,O'Malley,IA,county,,0,,False,polid-22603,Martin
22311,16672,0,True,P,3,16672-polid-1445-16043,0.0,19085,Harrison,0,False,,1445,False,,False,True,Dem,President,20160201,E,False,,0.0,18856,16672Harrison1604322311,16043,,13,Sanders,IA,county,,0,,False,polid-1445,Bernie
22310,16672,0,True,P,1,16672-polid-1746-16043,0.0,19085,Harrison,0,False,,1746,False,,False,True,Dem,President,20160201,E,False,,0.0,18855,16672Harrison1604322310,16043,,13,Clinton,IA,county,,0,,False,polid-1746,Hillary
22342,16957,0,True,P,13,16957-polid-100007-16077,0.0,19153,Polk,0,False,,100007,False,,False,True,GOP,President,20160201,S,False,,0.0,17474,16957Polk1607722342,16077,,177,Other,IA,county,,0,,False,polid-100007,
22331,16957,0,True,P,8,16957-polid-36679-16085,0.0,19169,Story,0,False,,36679,False,,False,True,GOP,President,20160201,S,False,,0.0,18869,16957Story1608522331,16085,,43,Kasich,IA,county,,0,,False,polid-36679,John
22333,16957,0,True,P,9,16957-polid-60208-16085,0.0,19169,Story,0,False,,60208,False,,False,True,GOP,President,20160201,S,False,,0.0,18871,16957Story1608522333,16085,,43,Paul,IA,county,,0,,False,polid-60208,Rand
22335,16957,0,True,P,10,16957-polid-53044-16085,0.0,19169,Story,0,False,,53044,False,,False,True,GOP,President,20160201,S,False,,0.0,18872,16957Story1608522335,16085,,43,Rubio,IA,county,,0,,False,polid-53044,Marco
22337,16957,0,True,P,12,16957-polid-8639-16085,0.0,19169,Story,0,False,,8639,False,,False,True,GOP,President,20160201,S,False,,0.0,18873,16957Story1608522337,16085,,43,Trump,IA,county,,0,,False,polid-8639,Donald
22336,16957,0,True,P,11,16957-polid-1752-16085,0.0,19169,Story,0,False,,1752,False,,False,True,GOP,President,20160201,S,False,,0.0,18541,16957Story1608522336,16085,,43,Santorum,IA,county,,0,,False,polid-1752,Rick
22312,16672,0,True,P,2,16672-polid-22603-16077,0.0,19153,Polk,0,False,,22603,False,,False,True,Dem,President,20160201,E,False,,0.0,18857,16672Polk1607722312,16077,,177,O'Malley,IA,county,,0,,False,polid-22603,Martin
22310,16672,0,True,P,1,16672-polid-1746-16077,0.0,19153,Polk,0,False,,1746,False,,False,True,Dem,President,20160201,E,False,,0.0,18855,16672Polk1607722310,16077,,177,Clinton,IA,county,,0,,False,polid-1746,Hillary
22311,16672,0,True,P,3,16672-polid-1445-16077,0.0,19153,Polk,0,False,,1445,False,,False,True,Dem,President,20160201,E,False,,0.0,18856,16672Polk1607722311,16077,,177,Sanders,IA,county,,0,,False,polid-1445,Bernie
22343,16672,0,True,P,5,16672-polid-100007-16096,0.0,19191,Winneshiek,0,False,,100007,False,,False,True,Dem,President,20160201,E,False,,0.0,17474,16672Winneshiek1609622343,16096,,11,Other,IA,county,,0,,False,polid-100007,
22340,16672,0,True,P,4,16672-polid-100004-16096,0.0,19191,Winneshiek,0,False,,100004,False,,False,True,Dem,President,20160201,E,False,,0.0,16613,16672Winneshiek1609622340,16096,,11,Uncommitted,IA,county,,0,,False,polid-100004,
22310,16672,0,True,P,1,16672-polid-1746-16045,0.0,19089,Howard,0,False,,1746,False,,False,True,Dem,President,20160201,E,False,,0.0,18855,16672Howard1604522310,16045,,9,Clinton,IA,county,,0,,False,polid-1746,Hillary
22311,16672,0,True,P,3,16672-polid-1445-16045,0.0,19089,Howard,0,False,,1445,False,,False,True,Dem,President,20160201,E,False,,0.0,18856,16672Howard1604522311,16045,,9,Sanders,IA,county,,0,,False,polid-1445,Bernie
22312,16672,0,True,P,2,16672-polid-22603-16045,0.0,19089,Howard,0,False,,22603,False,,False,True,Dem,President,20160201,E,False,,0.0,18857,16672Howard1604522312,16045,,9,O'Malley,IA,county,,0,,False,polid-22603,Martin
22331,16957,0,True,P,8,16957-polid-36679-16094,0.0,19187,Webster,0,False,,36679,False,,False,True,GOP,President,20160201,S,False,,0.0,18869,16957Webster1609422331,16094,,28,Kasich,IA,county,,0,,False,polid-36679,John
22345,16957,0,True,P,6,16957-polid-45650-16008,0.0,19015,Boone,0,False,,45650,False,,False,True,GOP,President,20160201,S,False,,0.0,18865,16957Boone1600822345,16008,,15,Gilmore,IA,county,,0,,False,polid-45650,Jim
22331,16957,0,True,P,8,16957-polid-36679-16032,0.0,19063,Emmet,0,False,,36679,False,,False,True,GOP,President,20160201,S,False,,0.0,18869,16957Emmet1603222331,16032,,11,Kasich,IA,county,,0,,False,polid-36679,John
22333,16957,0,True,P,9,16957-polid-60208-16032,0.0,19063,Emmet,0,False,,60208,False,,False,True,GOP,President,20160201,S,False,,0.0,18871,16957Emmet1603222333,16032,,11,Paul,IA,county,,0,,False,polid-60208,Rand
22335,16957,0,True,P,10,16957-polid-53044-16032,0.0,19063,Emmet,0,False,,53044,False,,False,True,GOP,President,20160201,S,False,,0.0,18872,16957Emmet1603222335,16032,,11,Rubio,IA,county,,0,,False,polid-53044,Marco
22336,16957,0,True,P,11,16957-polid-1752-16032,0.0,19063,Emmet,0,False,,1752,False,,False,True,GOP,President,20160201,S,False,,0.0,18541,16957Emmet1603222336,16032,,11,Santorum,IA,county,,0,,False,polid-1752,Rick
22337,16957,0,True,P,12,16957-polid-8639-16032,0.0,19063,Emmet,0,False,,8639,False,,False,True,GOP,President,20160201,S,False,,0.0,18873,16957Emmet1603222337,16032,,11,Trump,IA,county,,0,,False,polid-8639,Donald
22336,16957,0,True,P,11,16957-polid-1752-16050,0.0,19099,Jasper,0,False,,1752,False,,False,True,GOP,President,20160201,S,False,,0.0,18541,16957Jasper1605022336,16050,,20,Santorum,IA,county,,0,,False,polid-1752,Rick
22337,16957,0,True,P,12,16957-polid-8639-16050,0.0,19099,Jasper,0,False,,8639,False,,False,True,GOP,President,20160201,S,False,,0.0,18873,16957Jasper1605022337,16050,,20,Trump,IA,county,,0,,False,polid-8639,Donald
22335,16957,0,True,P,10,16957-polid-53044-16050,0.0,19099,Jasper,0,False,,53044,False,,False,True,GOP,President,20160201,S,False,,0.0,18872,16957Jasper1605022335,16050,,20,Rubio,IA,county,,0,,False,polid-53044,Marco
22333,16957,0,True,P,9,16957-polid-60208-16050,0.0,19099,Jasper,0,False,,60208,False,,False,True,GOP,President,20160201,S,False,,0.0,18871,16957Jasper1605022333,16050,,20,Paul,IA,county,,0,,False,polid-60208,Rand
22331,16957,0,True,P,8,16957-polid-36679-16050,0.0,19099,Jasper,0,False,,36679,False,,False,True,GOP,President,20160201,S,False,,0.0,18869,16957Jasper1605022331,16050,,20,Kasich,IA,county,,0,,False,polid-36679,John
22337,16957,0,True,P,12,16957-polid-8639-16094,0.0,19187,Webster,0,False,,8639,False,,False,True,GOP,President,20160201,S,False,,0.0,18873,16957Webster1609422337,16094,,28,Trump,IA,county,,0,,False,polid-8639,Donald
22343,16672,0,True,P,5,16672-polid-100007-16082,0.0,19163,Scott,0,False,,100007,False,,False,True,Dem,President,20160201,E,False,,0.0,17474,16672Scott1608222343,16082,,63,Other,IA,county,,0,,False,polid-100007,
22333,16957,0,True,P,9,16957-polid-60208-16079,0.0,19157,Poweshiek,0,False,,60208,False,,False,True,GOP,President,20160201,S,False,,0.0,18871,16957Poweshiek1607922333,16079,,10,Paul,IA,county,,0,,False,polid-60208,Rand
22342,16957,0,True,P,13,16957-polid-100007-16046,0.0,19091,Humboldt,0,False,,100007,False,,False,True,GOP,President,20160201,S,False,,0.0,17474,16957Humboldt1604622342,16046,,9,Other,IA,county,,0,,False,polid-100007,
22340,16672,0,True,P,4,16672-polid-100004-16082,0.0,19163,Scott,0,False,,100004,False,,False,True,Dem,President,20160201,E,False,,0.0,16613,16672Scott1608222340,16082,,63,Uncommitted,IA,county,,0,,False,polid-100004,
22336,16957,0,True,P,11,16957-polid-1752-16079,0.0,19157,Poweshiek,0,False,,1752,False,,False,True,GOP,President,20160201,S,False,,0.0,18541,16957Poweshiek1607922336,16079,,10,Santorum,IA,county,,0,,False,polid-1752,Rick
22345,16957,0,True,P,6,16957-polid-45650-16046,0.0,19091,Humboldt,0,False,,45650,False,,False,True,GOP,President,20160201,S,False,,0.0,18865,16957Humboldt1604622345,16046,,9,Gilmore,IA,county,,0,,False,polid-45650,Jim
22335,16957,0,True,P,10,16957-polid-53044-16079,0.0,19157,Poweshiek,0,False,,53044,False,,False,True,GOP,President,20160201,S,False,,0.0,18872,16957Poweshiek1607922335,16079,,10,Rubio,IA,county,,0,,False,polid-53044,Marco
22343,16672,0,True,P,5,16672-polid-100007-16061,0.0,19121,Madison,0,False,,100007,False,,False,True,Dem,President,20160201,E,False,,0.0,17474,16672Madison1606122343,16061,,9,Other,IA,county,,0,,False,polid-100007,
22340,16672,0,True,P,4,16672-polid-100004-16061,0.0,19121,Madison,0,False,,100004,False,,False,True,Dem,President,20160201,E,False,,0.0,16613,16672Madison1606122340,16061,,9,Uncommitted,IA,county,,0,,False,polid-100004,
22311,16672,0,True,P,3,16672-polid-1445-16091,0.0,19181,Warren,0,False,,1445,False,,False,True,Dem,President,20160201,E,False,,0.0,18856,16672Warren1609122311,16091,,31,Sanders,IA,county,,0,,False,polid-1445,Bernie
22310,16672,0,True,P,1,16672-polid-1746-16091,0.0,19181,Warren,0,False,,1746,False,,False,True,Dem,President,20160201,E,False,,0.0,18855,16672Warren1609122310,16091,,31,Clinton,IA,county,,0,,False,polid-1746,Hillary
22312,16672,0,True,P,2,16672-polid-22603-16091,0.0,19181,Warren,0,False,,22603,False,,False,True,Dem,President,20160201,E,False,,0.0,18857,16672Warren1609122312,16091,,31,O'Malley,IA,county,,0,,False,polid-22603,Martin
22345,16957,0,True,P,6,16957-polid-45650-16012,0.0,19023,Butler,0,False,,45650,False,,False,True,GOP,President,20160201,S,False,,0.0,18865,16957Butler1601222345,16012,,8,Gilmore,IA,county,,0,,False,polid-45650,Jim
22324,16957,0,True,P,4,16957-polid-61815-16074,0.0,19147,Palo Alto,0,False,,61815,False,,False,True,GOP,President,20160201,S,False,,0.0,18862,16957Palo Alto1607422324,16074,,6,Cruz,IA,county,,0,,False,polid-61815,Ted
22323,16957,0,True,P,3,16957-polid-60051-16074,0.0,19147,Palo Alto,0,False,,60051,False,,False,True,GOP,President,20160201,S,False,,0.0,18861,16957Palo Alto1607422323,16074,,6,Christie,IA,county,,0,,False,polid-60051,Chris
22322,16957,0,True,P,2,16957-polid-64509-16074,0.0,19147,Palo Alto,0,False,,64509,False,,False,True,GOP,President,20160201,S,False,,0.0,18860,16957Palo Alto1607422322,16074,,6,Carson,IA,county,,0,,False,polid-64509,Ben
22342,16957,0,True,P,13,16957-polid-100007-16012,0.0,19023,Butler,0,False,,100007,False,,False,True,GOP,President,20160201,S,False,,0.0,17474,16957Butler1601222342,16012,,8,Other,IA,county,,0,,False,polid-100007,
22342,16957,0,True,P,13,16957-polid-100007-16026,0.0,19051,Davis,0,False,,100007,False,,False,True,GOP,President,20160201,S,False,,0.0,17474,16957Davis1602622342,16026,,8,Other,IA,county,,0,,False,polid-100007,
22345,16957,0,True,P,6,16957-polid-45650-16026,0.0,19051,Davis,0,False,,45650,False,,False,True,GOP,President,20160201,S,False,,0.0,18865,16957Davis1602622345,16026,,8,Gilmore,IA,county,,0,,False,polid-45650,Jim
22340,16672,0,True,P,4,16672-polid-100004-16024,0.0,19047,Crawford,0,False,,100004,False,,False,True,Dem,President,20160201,E,False,,0.0,16613,16672Crawford1602422340,16024,,8,Uncommitted,IA,county,,0,,False,polid-100004,
22343,16672,0,True,P,5,16672-polid-100007-16024,0.0,19047,Crawford,0,False,,100007,False,,False,True,Dem,President,20160201,E,False,,0.0,17474,16672Crawford1602422343,16024,,8,Other,IA,county,,0,,False,polid-100007,
22311,16672,0,True,P,3,16672-polid-1445-16095,0.0,19189,Winnebago,0,False,,1445,False,,False,True,Dem,President,20160201,E,False,,0.0,18856,16672Winnebago1609522311,16095,,10,Sanders,IA,county,,0,,False,polid-1445,Bernie
22310,16672,0,True,P,1,16672-polid-1746-16095,0.0,19189,Winnebago,0,False,,1746,False,,False,True,Dem,President,20160201,E,False,,0.0,18855,16672Winnebago1609522310,16095,,10,Clinton,IA,county,,0,,False,polid-1746,Hillary
22312,16672,0,True,P,2,16672-polid-22603-16095,0.0,19189,Winnebago,0,False,,22603,False,,False,True,Dem,President,20160201,E,False,,0.0,18857,16672Winnebago1609522312,16095,,10,O'Malley,IA,county,,0,,False,polid-22603,Martin
22326,16957,0,True,P,5,16957-polid-60339-16043,0.0,19085,Harrison,0,False,,60339,False,,False,True,GOP,President,20160201,S,False,,0.0,18864,16957Harrison1604322326,16043,,13,Fiorina,IA,county,,0,,False,polid-60339,Carly
22324,16957,0,True,P,4,16957-polid-61815-16043,0.0,19085,Harrison,0,False,,61815,False,,False,True,GOP,President,20160201,S,False,,0.0,18862,16957Harrison1604322324,16043,,13,Cruz,IA,county,,0,,False,polid-61815,Ted
22322,16957,0,True,P,2,16957-polid-64509-16043,0.0,19085,Harrison,0,False,,64509,False,,False,True,GOP,President,20160201,S,False,,0.0,18860,16957Harrison1604322322,16043,,13,Carson,IA,county,,0,,False,polid-64509,Ben
22323,16957,0,True,P,3,16957-polid-60051-16043,0.0,19085,Harrison,0,False,,60051,False,,False,True,GOP,President,20160201,S,False,,0.0,18861,16957Harrison1604322323,16043,,13,Christie,IA,county,,0,,False,polid-60051,Chris
22321,16957,0,True,P,1,16957-polid-1239-16043,0.0,19085,Harrison,0,False,,1239,False,,False,True,GOP,President,20160201,S,False,,0.0,18859,16957Harrison1604322321,16043,,13,Bush,IA,county,,0,,False,polid-1239,Jeb
22329,16957,0,True,P,7,16957-polid-1187-16099,0.0,19197,Wright,0,False,,1187,False,,False,True,GOP,President,20160201,S,False,,0.0,18867,16957Wright1609922329,16099,,10,Huckabee,IA,county,,0,,False,polid-1187,Mike
22322,16957,0,True,P,2,16957-polid-64509-16099,0.0,19197,Wright,0,False,,64509,False,,False,True,GOP,President,20160201,S,False,,0.0,18860,16957Wright1609922322,16099,,10,Carson,IA,county,,0,,False,polid-64509,Ben
22323,16957,0,True,P,3,16957-polid-60051-16099,0.0,19197,Wright,0,False,,60051,False,,False,True,GOP,President,20160201,S,False,,0.0,18861,16957Wright1609922323,16099,,10,Christie,IA,county,,0,,False,polid-60051,Chris
22342,16957,0,True,P,13,16957-polid-100007-16087,0.0,19173,Taylor,0,False,,100007,False,,False,True,GOP,President,20160201,S,False,,0.0,17474,16957Taylor1608722342,16087,,7,Other,IA,county,,0,,False,polid-100007,
22345,16957,0,True,P,6,16957-polid-45650-16087,0.0,19173,Taylor,0,False,,45650,False,,False,True,GOP,President,20160201,S,False,,0.0,18865,16957Taylor1608722345,16087,,7,Gilmore,IA,county,,0,,False,polid-45650,Jim
22324,16957,0,True,P,4,16957-polid-61815-16099,0.0,19197,Wright,0,False,,61815,False,,False,True,GOP,President,20160201,S,False,,0.0,18862,16957Wright1609922324,16099,,10,Cruz,IA,county,,0,,False,polid-61815,Ted
